2025-08-31/00:08:58.330/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:08:51.144/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:08:51.163/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@7c8f4030[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 6093 ms
2025-08-31/03:08:51.166/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:09:25.895/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:09:25.895/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:09:25.895/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:09:25.895/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:09:25.895/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 0 ms
2025-08-31/03:09:25.895/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 40825 ms.
2025-08-31/03:12:24.654/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:12:24.655/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:12:24.655/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:12:24.655/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:12:36.851/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:12:36.851/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:12:36.860/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@6eed837[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 12205 ms
2025-08-31/03:12:36.860/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:13:12.846/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:13:12.846/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:13:12.848/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:13:12.848/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:13:12.848/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 2 ms
2025-08-31/03:13:12.848/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 48193 ms.
2025-08-31/03:13:45.129/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:13:45.129/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:13:45.129/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:13:45.129/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:13:50.965/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:13:50.965/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:13:50.965/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@1f7c59f6[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 5836 ms
2025-08-31/03:13:50.982/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:14:26.563/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:14:26.563/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:14:26.564/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:14:26.564/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:14:26.565/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 2 ms
2025-08-31/03:14:26.565/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 41436 ms.
2025-08-31/03:17:24.729/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:17:24.729/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:17:24.729/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:17:24.730/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:17:31.011/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:17:31.011/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:17:31.011/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@152d72f0[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 6282 ms
2025-08-31/03:17:31.029/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:18:05.395/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:18:05.395/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:18:05.395/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:18:05.395/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:18:05.395/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 0 ms
2025-08-31/03:18:05.395/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 40666 ms.
2025-08-31/03:18:45.199/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:18:45.199/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:18:45.199/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:18:45.199/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:18:51.099/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:18:51.099/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:18:51.102/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@280f3752[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 5903 ms
2025-08-31/03:18:51.102/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:19:25.152/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:19:25.152/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:19:25.169/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:19:25.170/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:19:25.170/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 18 ms
2025-08-31/03:19:25.170/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 39971 ms.
2025-08-31/03:25:24.887/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:25:24.888/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:25:24.888/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:25:24.888/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:25:34.948/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:25:34.949/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:25:34.957/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@57daae7[updatePersisted=false,connectionSuccessful=false,productsModified=false] and took 10069 ms
2025-08-31/03:25:34.959/PDT ERROR MenuMDMSynchronizer:119 - POS product offering synchronization failed. Check POS connection.
2025-08-31/03:26:45.328/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:26:45.328/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:26:45.328/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:26:45.328/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:26:51.531/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:26:51.531/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:26:51.531/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@562187e3[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 6203 ms
2025-08-31/03:26:51.531/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:27:25.110/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:27:25.110/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:27:25.111/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:27:25.112/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:27:25.112/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 2 ms
2025-08-31/03:27:25.112/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 39784 ms.
2025-08-31/03:43:25.024/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:43:25.024/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:43:25.024/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:43:25.024/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:43:35.029/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:43:35.029/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:43:35.052/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@1347e4b[updatePersisted=false,connectionSuccessful=false,productsModified=false] and took 10028 ms
2025-08-31/03:43:35.062/PDT ERROR MenuMDMSynchronizer:119 - POS product offering synchronization failed. Check POS connection.
2025-08-31/03:44:45.448/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:44:45.448/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:44:45.448/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:44:45.448/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:44:51.818/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:44:51.818/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:44:51.838/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@3166d51a[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 6390 ms
2025-08-31/03:44:51.841/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:45:27.379/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:45:27.380/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:45:27.381/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:45:27.382/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:45:27.382/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 3 ms
2025-08-31/03:45:27.382/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 41934 ms.
2025-08-31/03:49:25.085/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:49:25.085/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:49:25.085/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:49:25.085/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:49:32.351/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:49:32.351/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:49:32.357/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@3fc38154[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 7272 ms
2025-08-31/03:49:32.360/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:50:06.733/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:50:06.733/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:50:06.734/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:50:06.735/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:50:06.735/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 2 ms
2025-08-31/03:50:06.735/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 41650 ms.
2025-08-31/03:50:45.592/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:50:45.592/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/03:50:45.592/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:50:45.592/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:50:52.236/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:50:52.236/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
